No,Busstop name,Street,公交车站站名,街道名
47031,Bef Keramat Rd,Admiralty Rd West,Keramat Rd 之前,海军部西路
23311,Keppel Shipyard,Benoi Rd,Keppel船厂,费耐路
14071,Keppel Workshop,Keppel Rd,Keppel Workshop,岌巴路
24341,Opp Keppel Shipyard,Gul Rd,Keppel Shipyard对面,卡尔路
24541,Opp Keppel Shipyard,Pioneer Sector 1,Keppel Shipyard对面,先驱路1段
24349,Keppel Shipyard,Gul Rd,Keppel Shipyard,卡尔路
24549,Keppel Shipyard,Pioneer Sector 1,Keppel Shipyard,先驱路1段
23399,Keppel Offshore & Marine,Shipyard Rd,Keppel Offshore & Marine,船厂路
23361,Opp Keppel Logistics,Benoi Rd,Keppel Logistics对面,费耐路
23239,Opp Keppel Logistics,Pioneer Rd,Keppel Logistics对面,先驱路
23369,Keppel Logistics,Benoi Rd,Keppel Logistics,费耐路
23231,Keppel Logistics,Pioneer Rd,Keppel Logistics,先驱路
14239,Opp Keppel DP Blk 519,Kg Bahru Rd,Keppel DP Blk 519对面,甘榜？鲁路
14231,Keppel DP Blk 519,Kg Bahru Rd,Keppel DP Blk 519,甘榜？鲁路
14101,Opp Keppel DP Blk 517,Keppel Rd,Keppel DP Blk 517对面,岌巴路
14109,Keppel DP Blk 517,Keppel Rd,Keppel DP Blk 517,岌巴路
50261,Kentish Lodge,Rangoon Rd,Kentish Lodge,仰光路
50301,Kentish Green,Kent Rd,Kentish Green,肯特路
17039,Opp Kent Ridge Sec Sch,West Coast Rd,Kent Ridge Sec Sch对面,西海岸路
17031,Kent Ridge Sec Sch,West Coast Rd,Kent Ridge Sec Sch,西海岸路
60121,Boon Keng Stn,S'goon Rd,Keng Stn对面,实龙岗路
23509,Hoe Keng Motor,Lok Yang Way,Keng Motor对面,洛阳大道
83329,Opp Kembangan Stn,Jln Kembangan,Kembangan Stn对面,惹兰景万岸
83321,Kembangan Stn,Jln Kembangan,Kembangan Stn,惹兰景万岸
83062,Kembangan Stn,Sims Ave East,Kembangan Stn,沈氏东道
25509,Opp Kee Wee Hup Kee,Tuas Ave 7,Kee Wee Hup Kee对面,大士7道
25501,Kee Wee Hup Kee,Tuas Ave 7,Kee Wee Hup Kee,大士7道
68031,Jln Kayu Shophouse,Jln Kayu,Kayu Shophouse对面,惹兰加由
82051,Tg Katong Rd Sth P/G,Tg Katong Rd Sth,Katong Rd Sth P/G对面,丹戎加东南路
91101,Tg Katong Flyover,East Coast Pk Svc Rd,Katong Flyover对面,东海岸公园副路
82119,Tg Katong Cplx,Tg Katong Rd,Katong Cplx对面,丹戎加东路
80031,Kallang Stn,Sims Ave,Kallang Stn,沈氏道
70359,Aft Kallang Sector,Lor Bakar Batu,Kallang Sector对面,罗弄巴林
7371,Aft Kallang Rd,Lavender St,Kallang Rd对面,劳明达街
7379,Bef Kallang Rd,Lavender St,Kallang Rd对面,劳明达街
80029,Aft Kallang Rd ERP Gantry,Kallang Rd,Kallang Rd ERP Gantry对面,加冷路
60069,Kallang Basin Swim Cplx,Jln Kolam Ayer,Kallang Basin Swim Cplx,惹兰哥南亚逸
7369,Aft Kallang Bahru,Lavender St,Kallang Bahru对面,劳明达街
7361,Bef Kallang Bahru,Lavender St,Kallang Bahru对面,劳明达街
72059,Opp Kaki Bt Ind Est,Kaki Bt Ave 1,Kaki Bt Ind Est对面,加基武吉1道
72051,Kaki Bt Ind Est,Kaki Bt Ave 1,Kaki Bt Ind Est,加基武吉1道
84481,Opp Kaki Bt Ctr,Bedok Reservoir Rd,Kaki Bt Ctr对面,勿洛水池路
84489,Aft Kaki Bt Ctr,Bedok Reservoir Rd,Kaki Bt Ctr之后,勿洛水池路
21539,Opp Kaily Packaging,Third Chin Bee Rd,Kaily Packaging对面,第3振美路
65329,Kadaloor Stn,Punggol Dr,Kadaloor Stn,榜鹅通道
65321,Kadaloor Stn,Punggol Dr,Kadaloor Stn,榜鹅通道
22479,Aft Jurong West St 93,Upp Jurong Rd,Jurong West St 93对面,裕廊路上段
22471,Bef Jurong West St 93,Upp Jurong Rd,Jurong West St 93对面,裕廊路上段
22531,Opp Jurong West Pr Sch,Jurong West St 61,Jurong West Pr Sch对面,裕廊西61街
22539,Jurong West Pr Sch,Jurong West St 61,Jurong West Pr Sch,裕廊西61街
21541,Jurong Town Swim Cplx,Intl Rd,Jurong Town Swim Cplx,国际路
20061,Aft Jurong Town Hall Rd,Jln Ahmad Ibrahim,裕廊大会堂路之后,惹兰阿末依布拉欣
20069,Bef Jurong Town Hall Rd,Jln Ahmad Ibrahim,裕廊大会堂路之前,惹兰阿末依布拉欣
20209,Bef Jurong Town Hall Rd,Teban Gdns Rd,裕廊大会堂路之前,德曼花园路
21199,Opp Jurong Stadium,Corporation Rd,裕廊体育场对面,企业路
21191,Jurong Stadium,Corporation Rd,裕廊体育场,企业路
23451,Jurong Shipyard,Jln Samulun,Jurong Shipyard,惹兰沙木仑
22331,Jurong Shipyard,Tg Kling Rd,Jurong Shipyard,丹戎吉宁路
28491,Opp Jurong Polyclinic,Jurong East Ave 1,Jurong Polyclinic对面,裕廊东1道
28499,Jurong Polyclinic,Jurong East Ave 1,Jurong Polyclinic,裕廊东1道
21011,Aft Jurong Lake,Jln Ahmad Ibrahim,Jurong Lake对面,惹兰阿末依布拉欣
24681,Opp Jurong Insp,Pioneer Rd,Jurong Insp对面,先驱路
28009,Jurong East Temp Int,Jurong Gateway Rd,Jurong East Temp Int,？
23041,Opp Jurong Camp,Upp Jurong Rd,Jurong Camp对面,裕廊路上段
23049,Jurong Camp,Upp Jurong Rd,Jurong Camp,裕廊路上段
21079,Opp Jurong Abattoir,Jln Buroh,Jurong Abattoir对面,惹兰布罗
21071,Jurong Abattoir,Jln Buroh,Jurong Abattoir,惹兰布罗
54391,Jubilee,Ang Mo Kio Ave 8,Jubilee,宏茂桥8道
23331,Opp JP Nelson,Benoi Rd,JP Nelson对面,费耐路
21499,Bef Jln Tukang,Quality Rd,Jln Tukang对面,品质路
53049,Bef Jln Todak,Upp Thomson Rd,Jln Todak对面,汤申路上段
21041,Aft Jln Terusan,Jurong Port Rd,Jln Terusan对面,裕廊海港路
21049,Bef Jln Terusan,Jurong Port Rd,Jln Terusan对面,裕廊海港路
21069,Bef Jln Tepong,Jurong Port Rd,Jln Tepong对面,裕廊海港路
64141,Aft Jln Telawi,Tampines Rd,Jln Telawi对面,淡滨尼路
67069,Bef Jln Selaseh,Yio Chu Kang Rd,Jln Selaseh对面,杨厝港路
67061,Aft Jln Selaseh,Yio Chu Kang Rd,Jln Selaseh对面,杨厝港路
22099,Bef Jln Samulun,Shipyard Rd,Jln Samulun对面,船厂路
22091,Aft Jln Samulun,Shipyard Rd,Jln Samulun对面,船厂路
43291,Aft Jln Remaja,Jln Batu Nilam,Jln Remaja对面,惹兰？株尼蓝
67049,Aft Jln Redop,Yio Chu Kang Rd,Jln Redop对面,杨厝港路
21309,Aft Jln Pesawat,Jurong Pier Rd,Jln Pesawat对面,裕廊渡头路
21301,Opp Jln Pesawat,Jurong Pier Rd,Jln Pesawat对面,裕廊渡头路
83371,Aft Jln Paras,Jln Selamat,Jln Paras对面,惹兰士拉末
70129,Opp Jln Muhibbah,MacPherson Rd,Jln Muhibbah对面,麦波申路
70121,Aft Jln Muhibbah,MacPherson Rd,Jln Muhibbah对面,麦波申路
97109,Aft Jln Mariam,Old Tampines Rd,Jln Mariam对面,旧淡滨尼路
97101,Bef Jln Mariam,Old Tampines Rd,Jln Mariam对面,旧淡滨尼路
83251,Bef Jln Khairuddin,Fidelio St,Jln Khairuddin对面,菲地利奥街
57139,Aft Jln Kemuning,Sembawang Rd,Jln Kemuning对面,三巴旺路
83381,Bef Jln Kembangan,Taman Kembangan,Jln Kembangan对面,达曼景万岸
68011,Bef Jln Kayu,Sengkang West Ave,Jln Kayu对面,盛港西道
68019,Aft Jln Kayu,Sengkang West Ave,Jln Kayu对面,盛港西道
67579,Bef Jln Kayu,Sengkang West Way,Jln Kayu对面,盛港西大道
67039,Aft Jln Kayu,Yio Chu Kang Rd,Jln Kayu对面,杨厝港路
67041,Aft Jln Kayu,Yio Chu Kang Rd,Jln Kayu对面,杨厝港路
58081,Opp Jln Janggus,Sembawang Rd,Jln Janggus对面,三巴旺路
72031,Bef Jln Damai,Kaki Bt Ave 1,Jln Damai对面,加基武吉1道
72039,Aft Jln Damai,Kaki Bt Ave 1,Jln Damai对面,加基武吉1道
85051,Aft Jln Chempaka Kuning,Bedok Rd,Jln Chempaka Kuning之后,勿洛路
85059,Bef Jln Chempaka Kuning,Bedok Rd,Jln Chempaka Kuning之前,勿洛路
21089,Bef Jln Buroh,Fishery Port Rd,Jln Buroh对面,渔港路
21141,Aft Jln Buroh,Jurong Port Rd,Jln Buroh对面,裕廊海港路
29021,Aft Jln Buroh,Penjuru Rd,Jln Buroh对面,本茱鲁路
22149,Bef Jln Buroh,Pioneer Rd,Jln Buroh对面,先驱路
22141,Aft Jln Buroh,Pioneer Rd,Jln Buroh对面,先驱路
22399,Aft Jln Buroh,Tg Kling Rd,Jln Buroh对面,丹戎吉宁路
22391,Bef Jln Buroh,Tg Kling Rd,Jln Buroh对面,丹戎吉宁路
45099,Aft Jln Bumbong,Woodlands Rd,Jln Bumbong对面,兀兰路
45091,Opp Jln Bumbong,Woodlands Rd,Jln Bumbong对面,兀兰路
45109,Bef Jln Bumbong,Woodlands Rd,Jln Bumbong对面,兀兰路
31179,Aft Jln Berseri,Old Choa Chu Kang Rd,Jln Berseri对面,旧蔡厝港路
31171,Opp Jln Berseri,Old Choa Chu Kang Rd,Jln Berseri对面,旧蔡厝港路
97039,Bef Jln Bena,Upp Changi Rd Nth,Jln Bena对面,樟宜路北上段
97031,Aft Jln Bena,Upp Changi Rd Nth,Jln Bena对面,樟宜路北上段
70139,Aft Jln Belangkas,MacPherson Rd,Jln Belangkas对面,麦波申路
98089,Bef Jln Batalong,Old Tampines Rd,Jln Batalong对面,旧淡滨尼路
98081,Aft Jln Batalong,Old Tampines Rd,Jln Batalong对面,旧淡滨尼路
33039,Opp Jln Bahtera,Lim Chu Kang Rd,Jln Bahtera对面,林厝港路
33031,Aft Jln Bahtera,Lim Chu Kang Rd,Jln Bahtera对面,林厝港路
27169,Bef Jln Bahar,Nanyang Ave,Jln Bahar对面,南洋道
31029,Opp Jln Bahar Power Stn,Jln Bahar,Jln Bahar Power Stn对面,惹兰？哈
31021,Jln Bahar Power Stn,Jln Bahar,Jln Bahar Power Stn,惹兰？哈
70151,Aft Jln Anggerek,Merpati Rd,Jln Anggerek对面,美芭蒂路
44721,Opp Jelapang Stn,Bt Panjang Ring Rd,Jelapang Stn对面,武吉班让环路
47711,JB Sentral Bus Ter,Jln Jim Quee,JB Sentral Bus Ter,？
24199,JB Ind Pte Ltd,Gul Cres,JB Ind Pte Ltd,卡尔弯
97011,The Japanese Sch,Upp Changi Rd Nth,Japanese Sch对面,樟宜路北上段
21631,Opp Japanese Gdn,Yuan Ching Rd,Japanese Gdn对面,园景路
21639,Japanese Gdn,Yuan Ching Rd,Japanese Gdn,园景路
41131,Opp The Japanese Assn,Adam Rd,Japanese Assn 对面,亚当路
41139,Aft The Japanese Assn,Adam Rd,Japanese Assn 之后,亚当路
83029,Bef Jamiyah Home,Changi Rd,Jamiyah Home对面,樟宜路
26321,Bet Jacuzzi/Winmac,Tuas Sth Ave 5,Jacuzzi/Winmac对面,大士南5道
52221,Opp Jackson Sq,Lor 3 Toa Payoh,Jackson Sq对面,大巴窑3巷
52229,Jackson Sq,Lor 3 Toa Payoh,Jackson Sq,大巴窑3巷
52271,Jackson Sq,Lor 4 Toa Payoh,Jackson Sq,大巴窑4巷
50231,ITE Balestier,Balestier Rd,ITE马里士,马里士他路
70201,ITE MacPherson Campus 1,Circuit Rd,ITE MacPherson Campus 1,循环路
54489,Opp ITE College Ctrl,Ang Mo Kio Ave 5,ITE College Ctrl对面,宏茂桥5道
54481,ITE College Ctrl,Ang Mo Kio Ave 5,ITE College Ctrl,宏茂桥5道
21099,Jurong Island Checkpt,Jurong Pier Way,Island Checkpt对面,裕廊渡头大道
16171,Yusof Ishak Hse,Kent Ridge Cres,Ishak Hse对面,肯特岗湾
50169,Aft Irrawaddy Rd,Balestier Rd,Irrawaddy路之后,马里士他路
24279,Cameron Iron Works,Gul Circle,Iron Works对面,卡尔圈
47151,Iplex Asia,Senoko Rd,Iplex Asia,圣诺哥路
3223,Intl Plaza,Anson Rd,Intl 大厦,安顺路
40079,Chinese Intl Sch,Dunearn Rd,Intl Sch对面,杜尼安路
22169,Aft Intl Rd,Pioneer Rd Nth,Intl Rd对面,北先驱路
1029,Cosmic Insurance Bldg,Nth Bridge Rd,Insurance Bldg对面,桥北路
27251,Innovation Ctr,Nanyang Dr,Innovation Ctr,南洋通道
6141,Holiday Inn Atrium,Havelock Rd,Inn Atrium对面,合乐路
80199,S'pore Indoor Stadium,Stadium Cres,Indoor Stadium对面,体育场弯
40011,Little India Stn,Bt Timah Rd,India Stn对面,武吉知马路
40019,Little India Stn,Bt Timah Rd,India Stn对面,武吉知马路
96081,Grace Independent Ch,Upp Changi Rd,Independent Ch对面,樟宜路上段
24149,Ind Svcs Pte Ltd,Joo Koon Circle,Ind Svcs Pte Ltd,裕群圈
98231,Loyang Ind Est,Loyang Ave,Ind Est对面,罗央道
70141,Citimac Ind Cplx,MacPherson Rd,Ind Cplx对面,麦波申路
70269,Citipoint Ind Cplx,Paya Lebar Rd,Ind Cplx对面,巴耶利？路
71221,Meiban Ind Bldg,Ubi Rd 1,Ind Bldg对面,乌美1路
70291,Asiawide Ind Bldg,Upp Paya Lebar Rd,Ind Bldg对面,巴耶利？路上段
47051,IM Flash S'pore,Admiralty Rd West,IM Flash 新加坡,海军部西路
47059,Opp IM Flash S'pore,Admiralty Rd West,IM flash S'pore对面,海军部西路
70381,Kong Hwa Sch,Circuit Rd,Hwa Sch对面,循环路
81151,Kong Hwa Sch,Guillemard Rd,Hwa Sch对面,基里玛路
26369,See Hup Seng,Tuas Sth Ave 3,Hup Seng对面,大士南3道
21479,Hup Leck Heavy Equipment,Jln Tukang,Hup Leck Heavy Equipment,惹兰都干
49049,Sim Hup Co,Sg Kadut St 1,Hup Co对面,双溪加株1街
66231,Bef Huddington Ave,Tavistock Ave,Huddington Ave对面,达雅士笃路
3222,Hub Synergy Pt,Anson Rd,Hub Synergy Pt,安顺路
26461,Heng Huat Ship Bldg & Construction,Tuas Sth Ave 5,Huat Ship Bldg & Construction对面,大士南5道
24269,Sing Huat Hardware,Gul Circle,Huat Hardware对面,卡尔圈
45041,Thong Huat Bros Pte Ltd ,Woodlands Rd,Huat Bros Pte Ltd对面,兀兰路
45449,Eng Hua Furniture Mfg Pte Ltd,Sg Kadut Dr,Hua Furniture Mfg Pte Ltd对面,双溪加株通道
31081,Opp HQ 5th SIB Camp I,Old Lim Chu Kang Rd,HQ 5th SIB Camp I对面,旧林厝港路
91041,EtonHouse Pre-Sch,Mountbatten Rd,House Pre-Sch对面,蒙巴登路
6049,EtonHouse Pre-Sch,Outram Rd,House Pre-Sch对面,欧南路
63221,Hougang St 21 FC,Hougang St 21,Hougang St 21 FC,后港21街
64529,Hougang Polyclinic,Hougang Ave 4,Hougang Polyclinic,后港4道
64049,Opp Hougang Plaza,Upp S'goon Rd,Hougang Plaza对面,实龙岗路上段
64041,Hougang Plaza,Upp S'goon Rd,Hougang Plaza,实龙岗路上段
64449,Opp Hougang G. Shop Mall,Hougang St 51,Hougang G. Shop Mall对面,后港51街
64441,Hougang G. Shop Mall,Hougang St 51,Hougang G. Shop Mall,后港51街
8138,Concorde Hotel S'pore,Orchard Rd,Hotel S'pore对面,乌节路
50061,Opp Hotel Royal,Newton Rd,Hotel Royal对面,纽顿路
50069,Hotel Royal,Newton Rd,Hotel Royal,纽顿路
6151,Hotel Miramar,Havelock Rd,Hotel Miramar,合乐路
10017,Aft Hosp Dr,Eu Tong Sen St,Hosp Dr对面,余东旋街
10039,Bef Hosp Dr,Kg Bahru Rd,Hosp Dr对面,甘榜？鲁路
56251,Opp Horizon Gdns,Ang Mo Kio Ave 2,Horizon公园对面,宏茂桥2道
56259,Horizon Gdns,Ang Mo Kio Ave 2,Horizon 公园,宏茂桥2道
83031,Opp Hong San Si Tp,Sims Ave East,Hong San Si Tp对面,沈氏东道
20021,Hong Leong Shop Ctr,AYE,Hong Leong购物中心,亚逸拉惹高速公路
20029,Opp Hong Leong Shop Ctr,AYE,Hong Leong 购物中心,亚逸拉惹高速公路
30029,Keat Hong Camp,Old Choa Chu Kang Rd,Hong Camp对面,旧蔡厝港路
98229,Honey Well,Loyang Cres,Honey Well,罗央弯
43649,HomeTeamNS,Bt Batok West Ave 7,HomeTeamNS,武吉巴督西7道
11269,Opp Holland Village,Holland Rd,Holland Village对面,荷兰路
11261,Holland Village,Holland Rd,Holland Village,荷兰路
67549,Opp Hockey Stadium,Sengkang East Way,Hockey Stadium对面,盛港东大道
67541,Hockey Stadium,Sengkang East Way,Hockey Stadium,盛港东大道
49019,Kim Hock Corp Pte Ltd,Sg Kadut St 1,Hock Corp Pte Ltd对面,双溪加株1街
46301,HLH Tyre & Battery,Riverside Rd,HLH Tyre & Battery,河傍路
47141,Opp Hi-Tech Fibre Glass (S) Pte Ltd,Senoko Rd,Hi-Tech Fibre Glass (S) Pte Ltd对面,圣诺哥路
84159,Hitachi Consumer Products,Bedok Sth Ave 1,Hitachi Consumer Products,勿洛南1道
98131,Opp Hitachi Chemical,Loyang Way,Hitachi Chemical对面,罗央大道
98139,Hitachi Chemical,Loyang Way,Hitachi Chemical,罗央大道
43261,Opp Hillview Hts,Hillview Ave,Hillview Hts对面,山景道
43267,Hillview Hts,Hillview Ave,Hillview Hts,山景道
43289,Hillview Hse,Jln Remaja,Hillview Hse,惹兰仑马惹
43819,Hillview Green,Hume Ave,Hillview Green,谦道
43241,Opp Hillview Apts,Hillview Ave,Hillview Apts对面,山景道
43249,Hillview Apts,Hillview Ave,Hillview Apts,山景道
67059,Seletar Hills Est,Yio Chu Kang Rd,Hills Est对面,杨厝港路
57021,Forest Hills Condo,Sembawang Rd,Hills Condo对面,三巴旺路
4223,Old Hill St Police Stn,Hill St,Hill St Police Stn对面,禧街
80169,Nicoll Highway Stn,Nicoll Highway,Highway Stn对面,尼浩大道
63159,Highland Ctr,Yio Chu Kang Rd,Highland Ctr,杨厝港路
42219,Opp Highgate Condo,Toh Tuck Rd,Highgate Condo对面,道德路
42211,Highgate Condo,Toh Tuck Rd,Highgate Condo,道德路
41061,Chinese High Sch,Bt Timah Rd,High Sch对面,武吉知马路
90061,Dunman High Sch,Tg Rhu Rd,High Sch对面,丹戎禺路
13201,British High Comm,Tanglin Rd,High Comm对面,东陵路
24671,Hiap Teck Metal Co.,Pioneer Rd,Hiap Teck Metal Co.,先驱路
26031,Hiap Seng Engrg Ltd,Tuas Cres,Hiap Seng Engrg Ltd,大士弯
45161,Opp Hiap Hin,Sg Kadut Ave,Hiap Hin对面,双溪加株道
45169,Hiap Hin,Sg Kadut Ave,Hiap Hin,双溪加株道
14209,Aft Hewlett Packard,Depot Rd,Hewlett Packard对面,德普路
16061,Opp Heng Mui Keng Terr,Pasir Panjang Rd,Heng Mui Keng Terr对面,巴西班让路
16069,Heng Mui Keng Terr,Pasir Panjang Rd,Heng Mui Keng Terr,巴西班让路
25189,Soon Heng Glass,Tuas Ave 1,Heng Glass对面,大士1道
10171,Henderson Pk,Tiong Bahru Rd,Henderson Pk,忠？鲁路
66241,Hemsley Ave,Hemsley Ave,Hemsley Ave,亨士利道
63021,The Helping Hand,Upp S'goon Rd,Helping Hand对面,实龙岗路上段
18329,University Health Ctr,Lower Kent Ridge Rd,Health Ctr对面,肯特岗路下段
70089,HDB CP,Ubi Ave 3,HDB CP,乌美3道
16011,Opp Haw Par Villa Stn,Pasir Panjang Rd,Haw Par Villa Stn对面,巴西班让路
16221,Opp Haw Par Villa Stn,West Coast Highway,Haw Par Villa Stn对面,西海岸大道
16019,Haw Par Villa Stn,Pasir Panjang Rd,Haw Par Villa Stn,巴西班让路
16229,Haw Par Villa Stn,West Coast Highway,Haw Par Villa Stn,西海岸大道
8011,Opp Haw Par Glass Twr,Clemenceau Ave,Haw Par Glass Twr对面,克里门梭道
8019,Aft Haw Par Glass Twr,Clemenceau Ave,Haw Par Glass Twr对面,克里门梭道
20239,Aft Hasanah Mque,Teban Gdns Rd,Hasanah Mque对面,德曼花园路
20231,Bef Hasanah Mque,Teban Gdns Rd,Hasanah Mque对面,德曼花园路
10229,Opp Harvest Mans,Ganges Ave,Harvest Mans对面,恒河道
25359,Opp Hart Engrg Pte Ltd,Tuas Ave 2,Hart Engrg Pte Ltd对面,大士2道
25351,Hart Engrg Pte Ltd,Tuas Ave 2,Hart Engrg Pte Ltd,大士2道
15169,Harbourside Ind Bldg 2,Pasir Panjang Rd,Harbourside Ind Bldg 2,巴西班让路
14129,HarbourFront Stn,Telok Blangah Rd,HarbourFront Stn,直落布兰雅路
14121,HarbourFront Stn,Telok Blangah Rd,HarbourFront Stn,直落布兰雅路
14009,HarbourFront Int,Seah Im Rd,HarbourFront Int,声音路
24339,Hong Hang Bldg,Pioneer Rd,Hang Bldg对面,先驱路
16059,Jamiyah Halfway Hse,Pasir Panjang Rd,Halfway Hse对面,巴西班让路
30081,Opp Hai Inn See Tp,Brickland Rd,Hai Inn See Tp对面,碧兰路
30089,Aft Hai Inn See Tp,Brickland Rd,Hai Inn See Tp之后,碧兰路
70101,Opp Gulab Bldg,MacPherson Rd,Gulab Bldg对面,麦波申路
70109,Gulab Bldg,MacPherson Rd,Gulab Bldg,麦波申路
24299,Aft Gul Way,Gul Circle,Gul Way对面,卡尔圈
23229,Opp Gul Way,Pioneer Rd,Gul Way对面,先驱路
23221,Aft Gul Way,Pioneer Rd,Gul Way对面,先驱路
24209,Aft Gul Lane,Gul Cres,Gul Lane对面,卡尔弯
24169,Bef Gul Circle,Gul Cres,Gul Circle对面,卡尔弯
24411,Gul Camp,Pioneer Sector 2,Gul Camp,先驱路2段
23359,Opp Gul Ave,Benoi Rd,Gul Ave对面,费耐路
24089,Aft Gul Ave,Gul Way,Gul Ave对面,卡尔大道
23351,Aft Gul Ave,Benoi Rd,Gul Ave之后,费耐路
49129,Lip Guan Ind,Kranji Rd,Guan Ind对面,克兰芝路
42049,Hua Guan Gdn,Dunearn Rd,Guan Gdn对面,杜尼安路
28681,Toh Guan Ctr,Toh Guan Rd East,Guan Ctr对面,卓源东路
24441,GSK,Pioneer Sector 3,GSK,先驱路3段
12131,Aft Grove Rd ,Mt Sinai Rd,Grove Rd对面,西乃山通道
83351,Grosvenor View,Lengkong Empat,Grosvenor View,？光安拔
64151,Aft Greenwich Dr,Tampines Rd,Greenwich Dr对面,淡滨尼路
64159,Bef Greenwich Dr,Tampines Rd,Greenwich Dr对面,淡滨尼路
43268,Hillington Green Condo,Hillview Ave,Green Condo对面,山景道
96201,Simei Green Condo,Simei Rd,Green Condo对面,四美路
96299,Simei Green Condo,Simei St 4,Green Condo对面,四美4街
10151,Ctrl Green Condo,Tiong Bahru Rd,Green Condo对面,忠？鲁路
94061,Kew Green Condo,Upp East Coast Rd,Green Condo对面,东海岸路上段
49141,Ctrl Granite Ind,Kranji Way,Granite Ind对面,克兰芝大道
9131,Grange Residences,Grange Rd,Grange Residences,格兰芝路
81131,Opp Grandlink Sq,Guillemard Rd,Grandlink Sq对面,基里玛路
81139,Grandlink Sq,Guillemard Rd,Grandlink Sq,基里玛路
4149,Grand Park City Hall,Hill St,Grand Park City Hall,禧街
1012,Hotel Grand Pacific,Victoria St,Grand Pacific对面,维多利亚街
92271,Bef Grand Hotel,Still Rd Sth,Grand Hotel对面,史蒂尔南路
92279,Aft Grand Hotel,Still Rd Sth,Grand Hotel对面,史蒂尔南路
42189,Opp Grand Chateau,Jln Jurong Kechil,Grand Chateau对面,惹兰裕廊克基
42181,Grand Chateau,Jln Jurong Kechil,Grand Chateau,惹兰裕廊克基
45399,Regent Gr Condo,Choa Chu Kang Nth 7,Gr Condo对面,蔡厝港7北
12051,Pine Gr Condo,Ulu Pandan Rd,Gr Condo对面,乌鲁班丹路
99109,Opp Govt Chalets,Netheravon Rd,Govt Chalets对面,尼德拉文路
99101,Govt Chalets,Netheravon Rd,Govt Chalets,尼德拉文路
71031,Opp Gordon Warehse Bldg,Airport Rd,Gordon Warehse Bldg 对面,机场路
93089,Opp Goodwill Ct,Upp East Coast Rd,Goodwill Ct对面,东海岸路上段
43579,Bt Gombak Stn,Bt Batok West Ave 5,Gombak Stn对面,武吉巴督西5道
99049,Changi Golf Course,Loyang Ave,Golf Course对面,罗央道
19059,Transview Golf Club,Dover Rd,Golf Club对面,杜佛路
99111,Changi Golf Club,Netheravon Rd,Golf Club对面,尼德拉文路
40119,Bef Goldhill Ave,Dunearn Rd,Goldhill Ave对面,杜尼安路
1429,Golden Mile Cplx,Beach Rd,Golden Mile Cplx,美芝路
1421,Opp Golden Mile Cplx,Beach Rd,Golden Mile Clpx对面,美芝路
66401,Golden Hts,S'goon Ave 3,Golden Hts,实龙岗3道
47099,Gold Kit,Senoko Dr,Gold Kit,圣诺哥通道
42259,Goh & Goh Bldg,Jln Jurong Kechil,Goh & Goh Bldg,惹兰裕廊克基
50321,Aft Gloucester Rd,Dorset Rd,Gloucester Rd对面,多实路
16021,Opp Gloria Man,Pasir Panjang Rd,Gloria Man对面,巴西班让路
16029,Gloria Man,Pasir Panjang Rd,Gloria Man,巴西班让路
46719,Givaudan S'pore,Woodlands Ave 8,Givaudan S'pore,兀兰8道
40191,Raffles Girls' Sch,Stevens Rd,Girls' Sch对面,史蒂芬路
10329,Crescent Girls' Sch,Tanglin Rd,Girls' Sch对面,东陵路
75129,Darul Ghufran Mque,Tampines Ave 5,Ghufran Mque对面,淡滨尼5道
11551,Tiong Ghee Tp,Stirling Rd,Ghee Tp对面,史德林路
8057,Dhoby Ghaut Stn,Orchard Rd,Ghaut Stn对面,乌节路
8031,Dhoby Ghaut Stn,Penang Rd,Ghaut Stn对面,槟榔路
80111,Bef Geylang Rd,Sims Way,Geylang Rd对面,沈氏大道
80119,Aft Geylang Rd,Sims Way,Geylang Rd对面,沈氏大道
81219,Opp Geylang Polyclinic,Geylang East Ctrl,Geylang Polyclinic对面,芽笼东中路
81211,Geylang Polyclinic,Geylang East Ctrl,Geylang Polyclinic,芽笼东中路
81201,Opp Geylang Meth Sec Sch,Geylang East Ctrl,Geylang Meth Sec Sch对面,芽笼东中路
81209,Geylang Meth Pr Sch,Geylang East Ctrl,Geylang Meth Pr Sch,芽笼东中路
20271,Opp German Ctr,Jurong Town Hall Rd,German Ctr对面,裕廊镇大会堂路
28229,German Ctr,Jurong Town Hall Rd,German Ctr,裕廊镇大会堂路
67071,Bef Gerald Dr,Yio Chu Kang Rd,Gerald Dr对面,杨厝港路
99039,St. George Chapel,Loyang Ave,George Chapel对面,罗央道
70311,Aft Genting Lane,Kallang Way,Genting Lane对面,加冷大道
96289,Changi General Hosp,Simei Ave,General Hosp对面,四美道
18021,Opp GEMPLUS,Ayer Rajah Cres,GEMPLUS对面,亚逸拉惹弯
27389,Gek Poh Shop Ctr,Jurong West St 75,Gek Poh Shop Ctr,裕廊西75街
32081,Sg Gedong Camp,Lim Chu Kang Rd,Gedong Camp对面,林厝港路
24389,Opp GE Keppel Energy Svcs,Gul Rd,GE Keppel Energy Svcs对面,卡尔路
24381,GE Keppel Energy Svcs,Gul Rd,GE Keppel Energy Svcs,卡尔路
41021,Botanic Gdns Stn,Bt Timah Rd,Gdns Stn对面,武吉知马路
3349,Aft Gdns by the Bay,Marina Gdns Dr,Gdns by the Bay对面,？
